,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US",mm,yyyy
8981,2020M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1176.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.3,08,2020
8989,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,09,2019
8993,2016M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,3564.8,SLATER OIL COMPANY,INDIAN HEALTH SERVICE,1.96,02,2016
9005,2019M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FACILITIES OPERATIONS SUPPORT,0.0,FUEL DROP INC.,DEPT OF THE AIR FORCE,3.08,01,2019
9012,2019M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.33,10,2019
9016,2020M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- SOIL,106800.0,"HORIZON WELL LOGGING, INC.",US GEOLOGICAL SURVEY,1.79,03,2020
9044,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,2.61,04,2021
9060,2020M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.03,01,2020
9061,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,07,2020
9064,2016M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,4998.32,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.27,01,2016
9076,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,653916.0,"TWIN EAGLE RESOURCE MANAGEMENT, LLC",DEFENSE LOGISTICS AGENCY,3.58,12,2016
9080,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,05,2019
9097,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,5163.95,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.26,01,2017
9099,2020M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.54,12,2020
9101,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.8,07,2021
9108,2019M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,0.0,BROCO OIL,"VETERANS AFFAIRS, DEPARTMENT OF",2.58,09,2019
9109,2016M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- MISCELLANEOUS,6292.0,"INTERSPEC, LLC","VETERANS AFFAIRS, DEPARTMENT OF",3.58,12,2016
9114,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"WORLD FUEL SERVICES, INC.",DEFENSE LOGISTICS AGENCY,3.8,07,2021
9117,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.61,06,2020
9122,2020M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,686.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.03,01,2020
9127,2019M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,77713.84,,DEPT OF THE AIR FORCE,2.94,03,2019
9128,2020M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,2.3,08,2020
9129,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,5108.18,GLENN OIL COMPANY LLC,DEPT OF THE ARMY,2.96,07,2017
9133,2017M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- SERVICE AND TRADE EQUIPMENT,4990.0,"UPCHURCH SERVICES, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.76,12,2017
9143,2019M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,R&D- ENERGY: PETROLEUM (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),80000.0,NATIONAL ACADEMY OF SCIENCES,BUREAU OF SAFETY AND ENVIRONMENTAL ENFORCEMENT,2.22,08,2019
9145,2016M07,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",12544.71,ROGERS PETROLEUM INC.,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.79,07,2016
9147,2018M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2055.0,"RED RIVER RESOURCES, LLC",BUREAU OF INDIAN AFFAIRS AND BUREAU OF INDIAN EDUCATION,2.78,04,2018
9152,2016M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2211.35,LIQUIGAS SPA,DEPT OF THE ARMY,2.5,11,2016
9159,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",10010.0,"DRESSER-ARGUS, INC",DEFENSE LOGISTICS AGENCY,2.61,04,2021
9163,2016M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,45452.82,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.57,06,2016
9167,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,998.28,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.67,02,2018
9180,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.61,04,2021
9182,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,429007.48,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE AIR FORCE,3.58,12,2016
9196,2019M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- OTHER,474166.41,"SAGE ENERGY TRADING, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.63,05,2019
9206,2019M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"AMMUNITION, OVER 125MM",74586.0,"POLYMER TECHNOLOGIES, INC.",DEPT OF THE ARMY,2.22,08,2019
9214,2016M03,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",112.39,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,1.7,03,2016
9218,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,1.74,07,2020
9220,2020M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,490.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.79,03,2020
9225,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,46064.39,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,2.61,04,2021
9231,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,14644.29,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.61,04,2021
9246,2017M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,9962.96,"TIGER NATURAL GAS, INC.",DEPT OF THE ARMY,2.99,11,2017
9256,2018M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,44011.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.96,08,2018
9272,2017M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.76,12,2017
9276,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,162719.71,GAS SOUTH LLC,FEDERAL LAW ENFORCEMENT TRAINING CENTER,2.96,07,2017
9285,2018M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL,0.0,"WEATHERFORD LABORATORIES, INC.",US GEOLOGICAL SURVEY,2.67,02,2018
9297,2019M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OPERATION OF FUEL SUPPLY FACILITIES,28246.32,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.08,01,2019
9300,2021M09,NATURAL GAS EXTRACTION,DYES,55425.95,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,5.11,09,2021
9307,2019M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,LUBRICATION AND FUEL DISPENSING EQUIPMENT,0.0,"QB FUELING, INC.",FOREST SERVICE,2.63,05,2019
9310,2020M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",23700.0,"OLGOONIK OILFIELD SERVICES, LLC",BUREAU OF LAND MANAGEMENT,1.74,04,2020
9314,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"AMMUNITION, OVER 125MM",0.0,"POLYMER TECHNOLOGIES, INC.",DEPT OF THE ARMY,2.5,11,2016
9321,2017M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER ENVIRONMENTAL SERVICES,129000.0,"DRILLING INFO, INC.","ENERGY, DEPARTMENT OF",3.12,05,2017
9326,2016M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- SERVICE AND TRADE EQUIPMENT,4700.0,"BILLY PAPE PLUMBING, INC.",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.97,09,2016
9335,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,17125.1,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,4.13,11,2018
9336,2019M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,87208.07,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEFENSE LOGISTICS AGENCY,3.08,01,2019
9340,2020M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.03,01,2020
9343,2020M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,WESTFA VERTRIEBS- UND VERWALTUNGS-GMBH,DEPT OF THE AIR FORCE,1.75,05,2020
9349,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.8,07,2021
9350,2017M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,42757.24,"DIRECT ENERGY BUSINESS MARKETING, LLC",FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.89,03,2017
9357,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1176.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.07,02,2021
9361,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,59732.2,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,3.8,07,2021
9365,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- WATER,129051.23,PENNSYLVANIA - AMERICAN WATER COMPANY,CENTERS FOR DISEASE CONTROL AND PREVENTION,2.5,11,2016
9366,2019M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.94,03,2019
9369,2019M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.94,03,2019
9376,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,49579.92,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.67,02,2018
9383,2020M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,02,2020
9386,2020M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,94714.58,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.79,03,2020
9390,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,68751.92,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.12,05,2017
9394,2016M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,7565.83,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,3.58,12,2016
9396,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,4753.32,"DUKE ENERGY CAROLINAS, LLC",NATIONAL INSTITUTES OF HEALTH,2.96,07,2017
9409,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEFENSE LOGISTICS AGENCY,2.5,11,2016
9412,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",4360.54,BIERMANN SERVICES INC,DEPT OF THE AIR FORCE,2.96,09,2017
9419,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,444258.97,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,3.58,12,2016
9425,2017M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,233832.29,HAWTHORNE SERVICES INC.,DEFENSE LOGISTICS AGENCY,3.26,01,2017
9429,2016M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- MISCELLANEOUS,45533.09,NATIONS GAS TECHNOLOGIES INC.,INDIAN HEALTH SERVICE,2.79,07,2016
9430,2020M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,02,2020
9432,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"CENTERPOINT ENERGY SERVICES, INC.",DEFENSE LOGISTICS AGENCY,2.96,07,2017
9440,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,128750.31,"DIRECT ENERGY BUSINESS MARKETING, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.86,10,2017
9452,2018M05,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",4700.0,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.8,05,2018
9459,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"SAGE ENERGY TRADING, LLC",DEFENSE LOGISTICS AGENCY,3.08,04,2017
9461,2017M10,NATURAL GAS LIQUID EXTRACTION,NATURAL RESOURCES/CONSERVATION- OTHER,3734.24,"AKINS, LLC",DEPT OF THE AIR FORCE,2.86,10,2017
9470,2018M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35499.48,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.8,05,2018
9477,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",338805.22,"DELTA COALS, LLC",DEPT OF THE NAVY,3.26,01,2017
9486,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.61,04,2021
9494,2018M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,280881.05,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,3.98,12,2018
9496,2021M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",2610.0,"DRESSER-ARGUS, INC",DEFENSE LOGISTICS AGENCY,3.8,07,2021
9501,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,PRESERVATIVE AND SEALING COMPOUNDS,1496.84,"A.M.S. NETWORK, LLC",DEFENSE LOGISTICS AGENCY,3.23,06,2021
9508,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,261465.0,"ENSPIRE ENERGY, LLC",DEFENSE LOGISTICS AGENCY,2.5,11,2016
9511,2016M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3381.5,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.95,10,2016
9515,2021M08,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEFENSE LOGISTICS AGENCY,4.05,08,2021
9519,2021M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,657167.0,"COLONIAL ENERGY, INC.",DEFENSE LOGISTICS AGENCY,5.07,02,2021
9523,2020M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.59,11,2020
9534,2021M09,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.11,09,2021
9541,2017M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,49972.22,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.94,06,2017
9544,2018M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,64041.09,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.95,06,2018
9546,2019M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,11,2019
9547,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1176.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,05,2019
9575,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.13,11,2018
9580,2017M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,45061149.62,TETRA TECH-MAYTAG AIRCRAFT CORPORATION JOINT VENTURE,DEFENSE LOGISTICS AGENCY,2.96,07,2017
9588,2019M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,356816.9,"COLONIAL ENERGY, INC.",DEFENSE LOGISTICS AGENCY,2.36,07,2019
9591,2017M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,600000.0,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.94,06,2017
9596,2018M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",402.16,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE NAVY,4.13,11,2018
9606,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,140096.88,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,3.08,04,2017
9608,2018M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL,22148.99,"WEATHERFORD LABORATORIES, INC.",US GEOLOGICAL SURVEY,2.98,09,2018
9627,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,09,2020
9637,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,68875.0,,DEPT OF THE ARMY,2.56,03,2021
9640,2017M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",10480.0,"EKIERT, MICHAEL","VETERANS AFFAIRS, DEPARTMENT OF",2.82,02,2017
9642,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,09,2020
9652,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,07,2020
9654,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,256318.57,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.67,01,2021
9656,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,9005.47,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,4.13,11,2018
9667,2018M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35881.3,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.83,07,2018
9669,2021M09,NATURAL GAS EXTRACTION,"OILS AND GREASES: CUTTING, LUBRICATING, AND HYDRAULIC",0.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",5.11,09,2021
9677,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,19500.0,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.56,03,2021
9681,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,440000.0,"SAGE ENERGY TRADING, LLC","VETERANS AFFAIRS, DEPARTMENT OF",2.95,10,2016
9699,2018M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,13510.0,THREE MULES WELDING SUPPLIES,DEPT OF THE NAVY,2.78,04,2018
9703,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.61,06,2020
9704,2016M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"BARGES AND LIGHTERS, CARGO",7260.0,"CROWLEY MARINE SERVICES, INC.",U.S. COAST GUARD,1.9,04,2016
9705,2020M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,QUALITY CONTROL- MEASURING TOOLS,9154.13,"CAMPBELL, LENNY SERVICE CO INC",SMITHSONIAN INSTITUTION,1.74,04,2020
9713,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),256047.0,WELTER CONSULTING INC,BUREAU OF LAND MANAGEMENT,5.11,09,2021
9718,2019M01,NATURAL GAS EXTRACTION,"BOXES, CARTONS, AND CRATES",10932.0,"NATIONWIDE SUPPLIES, L.P.",DEPT OF THE ARMY,3.08,01,2019
9726,2020M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,119011.26,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.79,03,2020
9727,2021M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.67,01,2021
9728,2019M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING,66896.0,IHS GLOBAL INC.,BUREAU OF LAND MANAGEMENT,2.36,07,2019
9731,2021M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,0.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.23,06,2021
9733,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,09,2019
9734,2019M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,11,2019
9736,2016M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,65305.99,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,1.92,05,2016
9738,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,09,2019
9740,2019M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,UTILITIES- GAS,247515.71,MAGNUM HUNTER PRODUCTION INC,FEDERAL PRISON SYSTEM / BUREAU OF PRISONS,2.33,10,2019
9751,2021M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98.0,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.05,08,2021
9752,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,11145.0,"MASS TANK INSPECTION SERIVICES, LLC",FEDERAL EMERGENCY MANAGEMENT AGENCY,2.56,03,2021
