,Month,naics_description,product_or_service_code_description,total_obligated_amount,recipient_name,funding_sub_agency_name,"Natural gas, US",mm,yyyy
8989,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,9,2019
8993,2016M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,3564.8,SLATER OIL COMPANY,OTHER,1.96,2,2016
9012,2019M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.33,10,2019
9016,2020M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- SOIL,106800,"HORIZON WELL LOGGING, INC.",OTHER,1.79,3,2020
9060,2020M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.03,1,2020
9061,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,7,2020
9064,2016M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,4998.32,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.27,1,2016
9076,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,653916,"TWIN EAGLE RESOURCE MANAGEMENT, LLC",OTHER,3.58,12,2016
9080,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,5,2019
9097,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,5163.95,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.26,1,2017
9099,2020M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.54,12,2020
9109,2016M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- MISCELLANEOUS,6292,"INTERSPEC, LLC",OTHER,3.58,12,2016
9117,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.61,6,2020
9122,2020M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,686,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.03,1,2020
9127,2019M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,HOUSEKEEPING- FUELING AND OTHER PETROLEUM,77713.84,,DEPT OF THE AIR FORCE,2.94,3,2019
9129,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,FUEL OILS,5108.18,GLENN OIL COMPANY LLC,DEPT OF THE ARMY,2.96,7,2017
9133,2017M12,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- SERVICE AND TRADE EQUIPMENT,4990,"UPCHURCH SERVICES, LLC",OTHER,2.76,12,2017
9143,2019M08,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,R&D- ENERGY: PETROLEUM (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),80000,NATIONAL ACADEMY OF SCIENCES,OTHER,2.22,8,2019
9145,2016M07,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",12544.71,ROGERS PETROLEUM INC.,OTHER,2.79,7,2016
9147,2018M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,2055,"RED RIVER RESOURCES, LLC",OTHER,2.78,4,2018
9152,2016M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2211.35,LIQUIGAS SPA,DEPT OF THE ARMY,2.5,11,2016
9159,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",10010,"DRESSER-ARGUS, INC",OTHER,2.61,4,2021
9163,2016M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,45452.82,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.57,6,2016
9167,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,998.28,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.67,2,2018
9180,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.61,4,2021
9182,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,429007.48,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE AIR FORCE,3.58,12,2016
9196,2019M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- OTHER,474166.41,"SAGE ENERGY TRADING, LLC",OTHER,2.63,5,2019
9206,2019M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"AMMUNITION, OVER 125MM",74586,"POLYMER TECHNOLOGIES, INC.",DEPT OF THE ARMY,2.22,8,2019
9214,2016M03,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",112.39,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,1.7,3,2016
9220,2020M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,490,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.79,3,2020
9225,2021M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,46064.39,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,2.61,4,2021
9231,2021M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,14644.29,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.61,4,2021
9246,2017M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,9962.96,"TIGER NATURAL GAS, INC.",DEPT OF THE ARMY,2.99,11,2017
9256,2018M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,44011,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.96,8,2018
9276,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,162719.71,GAS SOUTH LLC,OTHER,2.96,7,2017
9297,2019M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OPERATION OF FUEL SUPPLY FACILITIES,28246.32,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",3.08,1,2019
9300,2021M09,NATURAL GAS EXTRACTION,DYES,55425.95,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,5.11,9,2021
9310,2020M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",23700,"OLGOONIK OILFIELD SERVICES, LLC",OTHER,1.74,4,2020
9321,2017M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,OTHER ENVIRONMENTAL SERVICES,129000,"DRILLING INFO, INC.",OTHER,3.12,5,2017
9326,2016M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- SERVICE AND TRADE EQUIPMENT,4700,"BILLY PAPE PLUMBING, INC.",OTHER,2.97,9,2016
9335,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,17125.1,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,4.13,11,2018
9336,2019M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,87208.07,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",OTHER,3.08,1,2019
9340,2020M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.03,1,2020
9349,2021M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,392,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.8,7,2021
9350,2017M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,42757.24,"DIRECT ENERGY BUSINESS MARKETING, LLC",OTHER,2.89,3,2017
9357,2021M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1176,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,5.07,2,2021
9361,2021M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,59732.2,"SYMMETRY ENERGY SOLUTIONS, LLC",DEPT OF THE ARMY,3.8,7,2021
9365,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- WATER,129051.23,PENNSYLVANIA - AMERICAN WATER COMPANY,OTHER,2.5,11,2016
9366,2019M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.94,3,2019
9369,2019M03,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.94,3,2019
9376,2018M02,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,49579.92,"DIRECT ENERGY BUSINESS MARKETING, LLC",DEPT OF THE ARMY,2.67,2,2018
9383,2020M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,2,2020
9386,2020M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,94714.58,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.79,3,2020
9390,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,68751.92,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.12,5,2017
9394,2016M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,7565.83,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,3.58,12,2016
9396,2017M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- ELECTRIC,4753.32,"DUKE ENERGY CAROLINAS, LLC",OTHER,2.96,7,2017
9412,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- PLUMBING, HEATING, AND WASTE DISPOSAL EQUIPMENT",4360.54,BIERMANN SERVICES INC,DEPT OF THE AIR FORCE,2.96,9,2017
9419,2016M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,444258.97,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,3.58,12,2016
9425,2017M01,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,233832.29,HAWTHORNE SERVICES INC.,OTHER,3.26,1,2017
9429,2016M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,INSPECTION- MISCELLANEOUS,45533.09,NATIONS GAS TECHNOLOGIES INC.,OTHER,2.79,7,2016
9430,2020M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,2,2020
9440,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,128750.31,"DIRECT ENERGY BUSINESS MARKETING, LLC",OTHER,2.86,10,2017
9452,2018M05,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",4700,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.8,5,2018
9461,2017M10,NATURAL GAS LIQUID EXTRACTION,NATURAL RESOURCES/CONSERVATION- OTHER,3734.24,"AKINS, LLC",DEPT OF THE AIR FORCE,2.86,10,2017
9470,2018M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35499.48,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,2.8,5,2018
9477,2017M01,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,"FUELS, SOLID",338805.22,"DELTA COALS, LLC",OTHER,3.26,1,2017
9486,2021M04,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.61,4,2021
9494,2018M12,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,280881.05,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,3.98,12,2018
9496,2021M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"PAINTS, DOPES, VARNISHES, AND RELATED PRODUCTS",2610,"DRESSER-ARGUS, INC",OTHER,3.8,7,2021
9501,2021M06,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,PRESERVATIVE AND SEALING COMPOUNDS,1496.84,"A.M.S. NETWORK, LLC",OTHER,3.23,6,2021
9508,2016M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,261465,"ENSPIRE ENERGY, LLC",OTHER,2.5,11,2016
9511,2016M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3381.5,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.95,10,2016
9519,2021M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,657167,"COLONIAL ENERGY, INC.",OTHER,5.07,2,2021
9523,2020M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.59,11,2020
9541,2017M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,49972.22,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.94,6,2017
9544,2018M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,64041.09,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,2.95,6,2018
9546,2019M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,11,2019
9547,2019M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,1176,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.63,5,2019
9575,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.13,11,2018
9580,2017M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,MAINTENANCE OF FUEL SUPPLY FACILITIES,45061149.62,TETRA TECH-MAYTAG AIRCRAFT CORPORATION JOINT VENTURE,OTHER,2.96,7,2017
9588,2019M07,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,356816.9,"COLONIAL ENERGY, INC.",OTHER,2.36,7,2019
9591,2017M06,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,600000,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",OTHER,2.94,6,2017
9596,2018M11,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"FUELS, SOLID",402.16,MISCELLANEOUS FOREIGN AWARDEES,OTHER,4.13,11,2018
9606,2017M04,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,140096.88,"CENTERPOINT ENERGY SERVICES, INC.",DEPT OF THE ARMY,3.08,4,2017
9608,2018M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,SPECIAL STUDIES/ANALYSIS- GEOLOGICAL,22148.99,"WEATHERFORD LABORATORIES, INC.",OTHER,2.98,9,2018
9627,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,9,2020
9637,2021M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,68875,,DEPT OF THE ARMY,2.56,3,2021
9640,2017M02,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"EQUIPMENT AND MATERIALS TESTING- FUELS, LUBRICANTS, OILS, AND WAXES",10480,"EKIERT, MICHAEL",OTHER,2.82,2,2017
9642,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,9,2020
9652,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,7,2020
9654,2021M01,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,256318.57,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.67,1,2021
9656,2018M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,9005.47,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,4.13,11,2018
9667,2018M07,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,35881.3,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE AIR FORCE,2.83,7,2018
9677,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,19500,MISCELLANEOUS FOREIGN AWARDEES,"STATE, DEPARTMENT OF",2.56,3,2021
9681,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,UTILITIES- GAS,440000,"SAGE ENERGY TRADING, LLC",OTHER,2.95,10,2016
9699,2018M04,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,13510,THREE MULES WELDING SUPPLIES,OTHER,2.78,4,2018
9703,2020M06,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.61,6,2020
9704,2016M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"BARGES AND LIGHTERS, CARGO",7260,"CROWLEY MARINE SERVICES, INC.",OTHER,1.9,4,2016
9705,2020M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,QUALITY CONTROL- MEASURING TOOLS,9154.13,"CAMPBELL, LENNY SERVICE CO INC",OTHER,1.74,4,2020
9713,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),256047,WELTER CONSULTING INC,OTHER,5.11,9,2021
9718,2019M01,NATURAL GAS EXTRACTION,"BOXES, CARTONS, AND CRATES",10932,"NATIONWIDE SUPPLIES, L.P.",DEPT OF THE ARMY,3.08,1,2019
9726,2020M03,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,119011.26,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,1.79,3,2020
9727,2021M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.67,1,2021
9728,2019M07,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,NATURAL RESOURCES/CONSERVATION- SURVEY LINE CLEARING,66896,IHS GLOBAL INC.,OTHER,2.36,7,2019
9733,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,9,2019
9734,2019M11,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,196,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.65,11,2019
9736,2016M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,65305.99,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,1.92,5,2016
9738,2019M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.58,9,2019
9740,2019M10,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,UTILITIES- GAS,247515.71,MAGNUM HUNTER PRODUCTION INC,OTHER,2.33,10,2019
9751,2021M08,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,4.05,8,2021
9752,2021M03,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,ENVIRONMENTAL SYSTEMS PROTECTION- LEAKING UNDERGROUND STORAGE TANK SUPPORT,11145,"MASS TANK INSPECTION SERIVICES, LLC",OTHER,2.56,3,2021
9753,2017M10,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",6350,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,2.86,10,2017
9754,2019M03,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,152861.86,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,2.94,3,2019
9757,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,1,2019
9758,2018M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,3710,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,2.67,2,2018
9761,2016M12,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,8187.38,"SUBURBAN PROPANE PARTNERS, L.P.",DEPT OF THE ARMY,3.58,12,2016
9768,2019M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.08,1,2019
9769,2021M01,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.67,1,2021
9778,2021M03,NATURAL GAS EXTRACTION,UTILITIES- GAS,402216.59,"UGI ENERGY SERVICES, LLC",OTHER,2.56,3,2021
9781,2016M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,344847.34,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",OTHER,2.95,10,2016
9793,2017M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,FUEL OILS,9000,"PETRO 49, INC.",OTHER,2.96,9,2017
9795,2021M05,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.89,5,2021
9797,2016M05,NATURAL GAS LIQUID EXTRACTION,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",900,"AMERIGAS PROPANE, L.P.",DEPT OF THE ARMY,1.92,5,2016
9800,2019M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,294,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.36,7,2019
9804,2020M02,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,480093.53,"SAGE ENERGY TRADING, LLC",DEPT OF THE AIR FORCE,1.92,2,2020
9805,2020M04,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"MINERAL CONSTRUCTION MATERIALS, BULK",73380,"OLGOONIK OILFIELD SERVICES, LLC",OTHER,1.74,4,2020
9820,2021M05,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,REPAIR OR ALTERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE),90223.39,"WYODAK ENERGY SERVICES, LLC",OTHER,2.89,5,2021
9830,2021M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,"LIQUID PROPELLANTS AND FUELS, PETROLEUM BASE",187356.7,,DEPT OF THE AIR FORCE,5.11,9,2021
9837,2020M07,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.74,7,2020
9842,2017M10,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,153762.77,"DIRECT ENERGY BUSINESS MARKETING, LLC",OTHER,2.86,10,2017
9845,2016M08,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,2999.62,MISCELLANEOUS FOREIGN AWARDEES,DEPT OF THE ARMY,2.79,8,2016
9852,2020M09,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,1.92,9,2020
9855,2019M02,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,2.72,2,2019
9859,2016M09,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,9885.48,"PPL ENERGY PLUS, LLC",DEPT OF THE ARMY,2.97,9,2016
9860,2019M12,NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,642000,"UGI ENERGY SERVICES, LLC",OTHER,2.24,12,2019
9863,2016M09,SUPPORT ACTIVITIES FOR OIL AND GAS OPERATIONS,EDUCATION/TRAINING- INFORMATION TECHNOLOGY/TELECOMMUNICATIONS TRAINING,48823.64,SCHLUMBERGER TECHNOLOGY CORPORATION,OTHER,2.97,9,2016
9866,2016M01,NATURAL GAS LIQUID EXTRACTION,CHEMICALS,7966.64,LIQUIGAS SPA,DEPT OF THE ARMY,2.27,1,2016
9875,2018M10,NATURAL GAS LIQUID EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,98,"GIGA, INC.",FEDERAL ACQUISITION SERVICE,3.28,10,2018
9877,2018M11,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,41029,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,4.13,11,2018
9879,2017M05,CRUDE PETROLEUM AND NATURAL GAS EXTRACTION,GASES: COMPRESSED AND LIQUEFIED,97016.22,"CONSTELLATION NEWENERGY - GAS DIVISION, LLC",DEPT OF THE ARMY,3.12,5,2017
